model,problem_id,category,paths,condition,scorer,run,reframing_score,correctness,frame_diversity,assumption_surfacing,solution_novelty,premise_questioning
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,self,3,2.0,3,2,2,2,2
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,self,4,2.0,3,2,2,2,2
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,claude,0,1.0,2,1,1,1,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,claude,1,1.75,3,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,claude,2,1.75,3,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,claude,3,1.75,3,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,claude,4,1.75,3,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,openai,0,1.75,4,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,openai,1,1.75,4,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,openai,2,2.25,4,3,2,2,2
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,openai,3,1.75,4,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,vanilla,openai,4,1.75,4,2,2,2,1
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,self,0,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,self,1,5.0,5,5,5,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,self,2,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,self,3,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,self,4,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,claude,0,4.0,4,4,4,3,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,claude,1,4.25,4,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,claude,2,3.5,4,3,4,3,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,claude,3,4.25,4,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,claude,4,4.0,4,4,4,3,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,openai,0,4.0,4,4,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,openai,1,4.5,5,5,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,openai,2,4.0,4,4,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,openai,3,4.25,4,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,distance,openai,4,4.5,4,5,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,self,0,4.75,5,5,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,self,1,4.75,5,5,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,self,2,4.75,5,5,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,self,3,4.75,5,5,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,self,4,4.75,5,5,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,claude,0,4.0,4,4,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,claude,1,4.5,4,4,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,claude,2,4.0,4,4,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,claude,3,4.25,4,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,claude,4,4.25,4,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,openai,0,4.25,4,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,openai,1,4.25,4,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,openai,2,4.25,5,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,openai,3,4.25,5,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,engagement,openai,4,4.25,5,5,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,self,0,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,self,1,4.5,5,4,4,5,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,self,2,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,self,3,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,self,4,4.25,5,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,claude,0,3.5,4,3,4,3,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,claude,1,3.5,4,3,4,3,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,claude,2,3.5,4,3,4,3,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,claude,3,3.75,4,3,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,claude,4,3.5,4,3,4,3,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,openai,0,4.25,4,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,openai,1,4.0,4,4,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,openai,2,4.25,4,4,4,4,5
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,openai,3,4.0,4,4,4,4,4
qwen,empty_mall,functional_fixedness,path_2_decompose_to_generic|path_6_premise_reflection,deo,openai,4,4.0,4,4,4,4,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,self,0,2.25,4,3,2,2,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,self,1,2.0,4,2,2,2,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,self,2,2.0,4,2,2,2,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,self,3,3.0,4,4,3,3,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,self,4,2.0,4,2,2,2,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,claude,0,1.25,3,2,1,1,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,claude,1,1.75,3,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,claude,2,1.75,3,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,claude,3,1.75,3,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,claude,4,1.75,3,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,openai,0,2.0,4,3,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,openai,1,1.75,4,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,openai,2,1.75,4,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,openai,3,2.0,4,3,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,vanilla,openai,4,2.0,4,3,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,self,0,3.75,5,4,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,self,1,3.75,5,4,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,self,2,3.75,5,4,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,self,3,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,self,4,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,claude,0,2.5,3,2,3,2,3
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,claude,1,2.75,4,2,3,2,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,claude,2,2.5,3,2,3,2,3
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,claude,3,2.75,3,2,3,2,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,claude,4,2.5,3,2,3,2,3
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,openai,0,3.0,4,2,3,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,openai,1,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,openai,2,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,openai,3,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,distance,openai,4,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,self,0,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,self,1,4.0,5,4,4,4,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,self,2,4.0,5,4,4,4,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,self,3,4.0,5,4,4,4,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,self,4,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,claude,0,2.75,4,2,3,2,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,claude,1,2.25,4,2,3,2,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,claude,2,1.75,3,2,2,2,1
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,claude,3,2.25,3,2,3,2,2
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,claude,4,2.75,4,2,3,2,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,openai,0,3.25,4,3,3,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,openai,1,3.0,4,3,3,3,3
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,openai,2,3.0,4,3,3,3,3
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,openai,3,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,engagement,openai,4,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,self,0,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,self,1,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,self,2,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,self,3,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,self,4,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,claude,0,3.5,4,3,4,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,claude,1,3.25,4,3,4,2,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,claude,2,3.5,4,4,3,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,claude,3,3.5,4,4,3,3,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,claude,4,2.75,4,3,2,2,4
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,openai,0,4.75,5,5,5,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,openai,1,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,openai,2,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,openai,3,4.25,5,4,4,4,5
qwen,engagement_crisis,framing_trap,path_1_name_the_frame|path_9_step_outside,deo,openai,4,4.5,5,5,4,4,5
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,self,0,1.75,4,2,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,self,1,1.75,2,2,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,self,2,1.75,4,2,1,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,self,3,2.0,4,2,2,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,self,4,2.25,4,2,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,claude,0,1.25,2,1,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,claude,1,1.25,1,1,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,claude,2,1.25,2,1,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,claude,3,1.25,2,1,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,claude,4,1.25,2,1,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,openai,0,1.5,3,2,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,openai,1,1.5,2,2,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,openai,2,1.5,3,2,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,openai,3,1.5,3,2,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,vanilla,openai,4,2.0,3,2,3,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,self,0,3.5,5,5,4,3,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,self,1,2.75,4,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,self,2,3.75,5,5,4,3,3
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,self,3,2.75,4,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,self,4,3.75,5,5,4,3,3
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,claude,0,2.75,3,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,claude,1,2.75,2,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,claude,2,2.75,4,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,claude,3,2.75,4,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,claude,4,2.75,3,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,openai,0,3.0,4,4,3,3,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,openai,1,3.0,4,4,3,3,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,openai,2,3.5,5,4,4,3,3
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,openai,3,2.75,4,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,distance,openai,4,2.75,4,4,3,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,self,0,2.25,4,2,2,2,3
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,self,1,2.0,4,2,2,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,self,2,2.0,4,2,2,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,self,3,2.0,4,2,2,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,self,4,2.25,4,3,2,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,claude,0,1.5,2,1,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,claude,1,1.5,2,1,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,claude,2,1.5,2,1,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,claude,3,1.5,2,1,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,claude,4,1.25,2,1,2,1,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,openai,0,1.75,3,2,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,openai,1,1.75,3,2,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,openai,2,1.75,3,2,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,openai,3,2.0,3,2,2,2,2
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,engagement,openai,4,1.75,3,2,2,2,1
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,deo,self,0,3.75,5,4,4,3,4
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,deo,self,1,3.0,3,3,3,3,3
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,deo,self,2,3.5,4,4,4,3,3
qwen,expert_overengineering,einstellung,path_2_decompose_to_generic|path_9_step_outside,deo,self,3,3.5,5,4,4,3,3
